date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:00	35925/35925	---M--	200	added ('OK')	image/gif	etag:%2222a96518baaccb1:0%22	http://cdn1.agoda.net/images/sl-si/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/sl-si/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:00	23064/23064	---M--	200	added ('OK')	image/gif	etag:%2204543f849a3cc1:0%22	http://cdn1.agoda.net/images/es-es/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/es-es/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:04	34900/34900	---M--	200	added ('OK')	image/gif	etag:%2206c7670cb5fcb1:0%22	http://cdn1.agoda.net/images/sv-se/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/sv-se/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:04	27801/27801	---M--	200	added ('OK')	image/gif	etag:%2206adf99b7ebcc1:0%22	http://cdn1.agoda.net/images/tr-tr/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/tr-tr/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:05	37587/37587	---M--	200	added ('OK')	image/gif	etag:%220118fdacb5fcb1:0%22	http://cdn1.agoda.net/images/th-th/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/th-th/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:06	6452/6452	---M--	200	added ('OK')	image/png	etag:%22e990d5d19a4d01:0%22	http://cdn6.agoda.net/images/mvc/insider-deal-banner/bg-insiderdeal-banner.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/mvc/insider-deal-banner/bg-insiderdeal-banner.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:06	3392/3392	---M--	200	added ('OK')	image/png	etag:%22e90c22919a4d01:0%22	http://cdn6.agoda.net/images/mvc/insider-deal-banner/logo-insiderdeal-banner.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/mvc/insider-deal-banner/logo-insiderdeal-banner.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:07	25395/25395	---M--	200	added ('OK')	image/gif	etag:%22064d9824d7cb1:0%22	http://cdn1.agoda.net/images/uk-ua/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/uk-ua/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:07	2020/2020	---M--	200	added ('OK')	image/gif	etag:%22bee4522595ed11:0%22	http://cdn1.agoda.net/images/desktop/spinner-blue.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/spinner-blue.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:08	60/60	---M-Z	404	error ('Not%20Found')	application/json	date:Wed,%2002%20Aug%202023%2002:21:29%20GMT	https://www.agoda.com/vi-vn/api/cronos/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/api/cronos/index.html	(from https://cdn6.agoda.net/cdn-marketing_cronos/js/assets/cronos/deals-69bf65fe9c9c.js)
09:22:08	6776/6776	---M--	200	added ('OK')	image/gif	etag:%2202b0b4e89cd01:0%22	http://cdn1.agoda.net/images/desktop/preload.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/preload.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:09	1245/1245	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Aug%202023%2002:22:09%20GMT	http://cdn1.agoda.net/images/desktop/error_pic.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/error_pic.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:09	40178/40178	---M--	200	added ('OK')	image/gif	etag:%2204e1e3bcc5fcb1:0%22	http://cdn1.agoda.net/images/vi-vn/sprite-img.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/vi-vn/sprite-img.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:09	1042/1042	---M--	200	added ('OK')	image/png	etag:%220f139a10a7d01:0%22	http://cdn3.agoda.net/images/desktop/arrow-down.png	C:/My%20Web%20Sites/agodatravel/cdn3.agoda.net/images/desktop/arrow-down.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:10	964/964	---M--	200	added ('OK')	image/png	etag:%2208fc2c433a7d01:0%22	http://cdn1.agoda.net/images/default/icon-plus-date.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/default/icon-plus-date.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:10	7516/7516	---M--	200	added ('OK')	image/gif	etag:%22040fcaf8e80d01:0%22	http://cdn1.agoda.net/images/desktop/preloader.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/preloader.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:10	41939/41939	---M--	200	added ('OK')	image/png	etag:%2298da4fba676fd41:0%22	https://cdn6.agoda.net/images/mvc/default/bg-sprite-icons_v43.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/mvc/default/bg-sprite-icons_v43.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:11	3088/3088	---M--	200	added ('OK')	image/png	etag:%220168eee9f96d01:0%22	http://cdn1.agoda.net/images/desktop/icon-clock-tips.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/icon-clock-tips.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:11	3039/3039	---M--	200	added ('OK')	image/png	etag:%220168eee9f96d01:0%22	http://cdn1.agoda.net/images/desktop/icon-bnpl-grid.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/icon-bnpl-grid.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:12	45929/45929	---M--	200	added ('OK')	image/png	etag:%2280a8268ce8c2d11:0%22	https://cdn6.agoda.net/images/mvc/default/bg-sprite-icons_v30.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/mvc/default/bg-sprite-icons_v30.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:15	27533/27533	---M--	200	added ('OK')	image/gif	etag:%2204baad2c680d01:0%22	http://cdn1.agoda.net/images/desktop/sprite_main_v27.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/sprite_main_v27.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:17	28894/28894	---M--	200	added ('OK')	image/gif	etag:%229ab7eb029e3d11:0%22	http://cdn1.agoda.net/images/desktop/preloader_v2.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/preloader_v2.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:20	15464/15464	---M--	200	added ('OK')	image/gif	etag:%224e4e92630dad01:0%22	http://cdn1.agoda.net/images/desktop/loading_gif_src.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/loading_gif_src.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:20	27395/27395	---M--	200	added ('OK')	image/gif	etag:%22e494bb792de6d11:0%22	http://cdn1.agoda.net/images/desktop/preloader_v2_dark.gif	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/preloader_v2_dark.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:21	971/971	---M--	200	added ('OK')	image/png	etag:%220f139a10a7d01:0%22	http://cdn3.agoda.net/images/desktop/double-arrow.png	C:/My%20Web%20Sites/agodatravel/cdn3.agoda.net/images/desktop/double-arrow.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:23	20922/20922	---M--	200	added ('OK')	image/png	etag:%220f139a10a7d01:0%22	http://cdn1.agoda.net/images/desktop/sprite_cc_icon_v3.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/desktop/sprite_cc_icon_v3.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:26	111111/111111	---M--	200	added ('OK')	image/png	etag:%229985e3ac64f6d01:0%22	http://cdn1.agoda.net/images/mvc/default/bg-sprite-icons_v16.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/mvc/default/bg-sprite-icons_v16.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:26	2020/2020	---M--	200	added ('OK')	image/gif	etag:%22bee4522595ed11:0%22	https://cdn6.agoda.net/images/desktop/spinner-blue.gif	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/desktop/spinner-blue.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:26	2020/2020	---M--	200	added ('OK')	image/gif	etag:%22137874a5454cd11:0%22	http://cdn6.agoda.net/images/mvc/default/spinner-blue.gif	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/mvc/default/spinner-blue.gif	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:27	5609/5609	---M--	200	added ('OK')	image/png	etag:%22d184ec94132ad41:0%22	http://cdn6.agoda.net/images/CW-1685/default/BVersionFooter.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/CW-1685/default/BVersionFooter.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:27	2133/2133	---M--	200	added ('OK')	image/png	etag:%22e78805a9fa7d21:0%22	http://cdn6.agoda.net/images/default/poweredbygoogle.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/default/poweredbygoogle.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:27	5620/5620	---M--	200	added ('OK')	image/png	etag:%224854fd93132ad41:0%22	http://cdn6.agoda.net/images/CW-1685/default/BVersionHeader.png	C:/My%20Web%20Sites/agodatravel/cdn6.agoda.net/images/CW-1685/default/BVersionHeader.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:38	71/71	---M-Z	404	error ('Not%20Found')	application/json	date:Wed,%2002%20Aug%202023%2002:22:28%20GMT	https://www.agoda.com/vi-vn/apartments/api/cronos/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/apartments/api/cronos/index.html	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:40	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:22:28%20GMT	https://www.agoda.com/vi-vn/apartments/POST	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/apartments/POST.5c.delayed	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:40	0/-1	---M--	302	error ('')			https://www.agoda.com/vi-vn/apartments/POST	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/apartments/POST.5d.delayed	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:42	0/-1	---M--	302	error ('')			https://www.agoda.com/messaging-client-polyfills.js	C:/My%20Web%20Sites/agodatravel/www.agoda.com/messaging-client-polyfills.5e.delayed	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:42	487526/487526	---M--	200	added ('OK')	image/png	etag:%22c485c75af9fcd01:0%22	http://cdn1.agoda.net/images/default/bg-sprite-icons.png	C:/My%20Web%20Sites/agodatravel/cdn1.agoda.net/images/default/bg-sprite-icons.png	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/accommodation-344bb0b33b19.css)
09:22:42	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:22:42%20GMT	https://www.agoda.com/vi-vn/apartments/$&/	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/apartments/$&/index.html	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:42	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:22:42%20GMT	https://www.agoda.com/vi-vn/apartments/CommonMark.dtd	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/apartments/CommonMark.dtd	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:42	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:22:43%20GMT	https://www.agoda.com/sdk.js	C:/My%20Web%20Sites/agodatravel/www.agoda.com/sdk.js	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:44	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:22:44%20GMT	https://www.agoda.com/vi-vn/apartments/;/?:@&=+$,	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/apartments/;/indexefc6.html	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
09:22:44	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2002%20Aug%202023%2002:22:44%20GMT	https://www.agoda.com/vi-vn/apartments/x-file://	C:/My%20Web%20Sites/agodatravel/www.agoda.com/vi-vn/apartments/x-file_/index.html	(from https://cdn6.agoda.net/cdn-geo-web/js/assets/LEGACY-BROWSERS-NOWL/32456eddadaccommodation-344bb0b33b19.js)
